InvoiceNumber,CreatedTime,StoreID,PosID,CustomerType,CustomerCardNo,PaymentMethod,DeliveryType,City,State,PinCode,ItemCode,ItemDescription,ItemPrice,ItemQty,TotalValue
30872097,1595689191590,STR8311,POS728,PRIME,8490473378,CASH,HOME-DELIVERY,Champdani,West Bengal,,318,Bofinger chair,1119.0,1,1119.0
30872097,1595689191590,STR8311,POS728,PRIME,8490473378,CASH,HOME-DELIVERY,Champdani,West Bengal,,213,Infant bed,1755.0,1,1755.0
37180851,1595689191622,STR1534,POS944,NONPRIME,2968880358,CASH,HOME-DELIVERY,Alandur,Tamil Nadu,,253,Bathroom cabinet,1513.0,2,3026.0
37180851,1595689191622,STR1534,POS944,NONPRIME,2968880358,CASH,HOME-DELIVERY,Alandur,Tamil Nadu,,258,Closet,1687.0,2,3374.0
81557237,1595689191622,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,623,Box Pleat Drapes,1683.0,2,3366.0
81557237,1595689191622,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,528,Projection clock,2365.0,2,4730.0
81557237,1595689191622,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,678,Fillet knife,350.0,2,700.0
81557237,1595689191622,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,498,Carving knifes,1424.0,1,1424.0
43793442,1595689191991,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Kolkata,West Bengal,,308,Butterfly chair,857.0,1,857.0
45288069,1595689192402,STR6382,POS661,PRIME,7115250228,CASH,TAKEAWAY,,,,363,Rocking chair,2021.0,1,2021.0
45288069,1595689192402,STR6382,POS661,PRIME,7115250228,CASH,TAKEAWAY,,,,428,Cocktail glass,1422.0,1,1422.0
45288069,1595689192402,STR6382,POS661,PRIME,7115250228,CASH,TAKEAWAY,,,,608,Pleated Drapes,1684.0,1,1684.0
45288069,1595689192402,STR6382,POS661,PRIME,7115250228,CASH,TAKEAWAY,,,,233,Coffee table,1055.0,2,2110.0
46902089,1595689192605,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Madurai,Tamil Nadu,,253,Bathroom cabinet,1513.0,2,3026.0
53178003,1595689192646,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Serampore,West Bengal,,493,Boning knife,513.0,1,513.0
53178003,1595689192646,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Serampore,West Bengal,,628,Window Scarf,1774.0,1,1774.0
53178003,1595689192646,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Serampore,West Bengal,,583,Tab Top Curtains,1329.0,1,1329.0
57923477,1595689192862,STR1534,POS944,NONPRIME,2968880358,CASH,HOME-DELIVERY,Dehri,Bihar,,238,Dining table,1582.0,2,3164.0
57923477,1595689192862,STR1534,POS944,NONPRIME,2968880358,CASH,HOME-DELIVERY,Dehri,Bihar,,218,Sofa bed,895.0,1,895.0
73751686,1595689192862,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Chhindwara,Madhya Pradesh,,408,Confidante,1242.0,1,1242.0
73751686,1595689192862,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Chhindwara,Madhya Pradesh,,413,Slipcover,1896.0,2,3792.0
73751686,1595689192862,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Chhindwara,Madhya Pradesh,,233,Coffee table,1055.0,2,2110.0
73751686,1595689192862,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Chhindwara,Madhya Pradesh,,203,Bunk bed,1686.0,2,3372.0
14611652,1595689192915,STR8311,POS377,NONPRIME,8670468851,CASH,TAKEAWAY,,,,393,Hybrid Mattress,2217.0,1,2217.0
31726947,1595689193016,STR7262,POS576,NONPRIME,2016894106,CARD,TAKEAWAY,,,,663,Corkscrew,983.0,1,983.0
31726947,1595689193016,STR7262,POS576,NONPRIME,2016894106,CARD,TAKEAWAY,,,,408,Confidante,1242.0,2,2484.0
31726947,1595689193016,STR7262,POS576,NONPRIME,2016894106,CARD,TAKEAWAY,,,,518,Hourglass,1598.0,1,1598.0
57452231,1595689193062,STR7262,POS664,NONPRIME,2954913332,CARD,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,663,Corkscrew,983.0,2,1966.0
57452231,1595689193062,STR7262,POS664,NONPRIME,2954913332,CARD,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,203,Bunk bed,1686.0,1,1686.0
45450407,1595689193062,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Darbhanga,Bihar,,328,Dining chair,1223.0,1,1223.0
45450407,1595689193062,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Darbhanga,Bihar,,458,Wine glass,1644.0,1,1644.0
45450407,1595689193062,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Darbhanga,Bihar,,488,Bread knife,1077.0,1,1077.0
35267052,1595689193178,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,568,Pinch Pleated Curtains,1718.0,2,3436.0
35267052,1595689193178,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,323,Chiavari chair,653.0,2,1306.0
35267052,1595689193178,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,288,Hutch,1812.0,1,1812.0
35267052,1595689193178,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,378,Air Bed,2263.0,1,2263.0
95589723,1595689193278,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,678,Fillet knife,350.0,1,350.0
95589723,1595689193278,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,398,Latex Mattress,773.0,1,773.0
73511327,1595689193278,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,568,Pinch Pleated Curtains,1718.0,1,1718.0
73511327,1595689193278,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,393,Hybrid Mattress,2217.0,2,4434.0
73511327,1595689193278,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,348,Navy chair,1998.0,1,1998.0
73511327,1595689193278,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,648,Bottle opener,321.0,2,642.0
79455162,1595689193379,STR1534,POS944,NONPRIME,2968880358,CASH,HOME-DELIVERY,Serampore,West Bengal,,208,Canopy bed,508.0,2,1016.0
18074737,1595689193580,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,483,Teacups and saucers,1781.0,1,1781.0
2474583,1595689193580,STR7255,POS626,PRIME,2602353115,CARD,TAKEAWAY,,,,508,Kitchen knife,2483.0,1,2483.0
2474583,1595689193580,STR7255,POS626,PRIME,2602353115,CARD,TAKEAWAY,,,,373,Latex Mattress,1313.0,2,2626.0
2474583,1595689193580,STR7255,POS626,PRIME,2602353115,CARD,TAKEAWAY,,,,563,Chiming clock,2168.0,1,2168.0
87282162,1595689193834,STR8311,POS728,PRIME,8490473378,CASH,HOME-DELIVERY,Surendranagar,Gujarat,,383,Innerspring Mattress,655.0,1,655.0
87282162,1595689193834,STR8311,POS728,PRIME,8490473378,CASH,HOME-DELIVERY,Surendranagar,Gujarat,,428,Cocktail glass,1422.0,2,2844.0
47506348,1595689193881,STR7255,POS692,NONPRIME,8891304816,CASH,TAKEAWAY,,,,683,Grater,370.0,2,740.0
47506348,1595689193881,STR7255,POS692,NONPRIME,8891304816,CASH,TAKEAWAY,,,,283,Portable Lamps,2236.0,1,2236.0
24749678,1595689194081,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Allappuzha,Kerala,,438,Lead glass,2069.0,2,4138.0
24749678,1595689194081,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Allappuzha,Kerala,,433,Depression glass,1950.0,2,3900.0
24749678,1595689194081,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Allappuzha,Kerala,,623,Box Pleat Drapes,1683.0,1,1683.0
24749678,1595689194081,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Allappuzha,Kerala,,548,Cartel clock,1500.0,2,3000.0
3804929,1595689194182,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Muzaffarnagar,Uttar Pradesh,,553,Banjo clock,1651.0,2,3302.0
43637411,1595689194182,STR2952,POS477,NONPRIME,3425633108,CASH,TAKEAWAY,,,,588,Sheer Curtains,801.0,2,1602.0
43637411,1595689194182,STR2952,POS477,NONPRIME,3425633108,CASH,TAKEAWAY,,,,558,Balloon clock,1633.0,2,3266.0
43637411,1595689194182,STR2952,POS477,NONPRIME,3425633108,CASH,TAKEAWAY,,,,543,Lighthouse clock,636.0,2,1272.0
88474838,1595689194419,STR7255,POS692,NONPRIME,8891304816,CASH,TAKEAWAY,,,,538,Grandmother clock,1301.0,2,2602.0
19323299,1595689194720,STR7255,POS692,NONPRIME,8891304816,CASH,TAKEAWAY,,,,328,Dining chair,1223.0,1,1223.0
85315818,1595689194720,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,558,Balloon clock,1633.0,2,3266.0
85315818,1595689194720,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,423,Quilt,1485.0,2,2970.0
85315818,1595689194720,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,688,Ladle,570.0,1,570.0
85315818,1595689194720,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,583,Tab Top Curtains,1329.0,1,1329.0
57462641,1595689194821,STR7449,POS215,PRIME,3453134392,CARD,HOME-DELIVERY,Surendranagar,Gujarat,,318,Bofinger chair,1119.0,1,1119.0
57462641,1595689194821,STR7449,POS215,PRIME,3453134392,CARD,HOME-DELIVERY,Surendranagar,Gujarat,,458,Wine glass,1644.0,1,1644.0
10179187,1595689195021,STR7449,POS215,PRIME,3453134392,CARD,HOME-DELIVERY,Karnal,Haryana,,603,Sheer Curtains,1282.0,1,1282.0
55670915,1595689195068,STR6382,POS265,PRIME,7908234230,CASH,HOME-DELIVERY,Pali,Rajasthan,,663,Corkscrew,983.0,1,983.0
82231899,1595689195122,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Tiruvottiyur,Tamil Nadu,,563,Chiming clock,2168.0,2,4336.0
91145587,1595689195222,STR6382,POS145,PRIME,6733153948,CARD,HOME-DELIVERY,Champdani,West Bengal,,573,Eyelet Curtains,642.0,1,642.0
91145587,1595689195222,STR6382,POS145,PRIME,6733153948,CARD,HOME-DELIVERY,Champdani,West Bengal,,223,Hammock,1210.0,2,2420.0
91145587,1595689195222,STR6382,POS145,PRIME,6733153948,CARD,HOME-DELIVERY,Champdani,West Bengal,,688,Ladle,570.0,1,570.0
91145587,1595689195222,STR6382,POS145,PRIME,6733153948,CARD,HOME-DELIVERY,Champdani,West Bengal,,303,Bench,2251.0,1,2251.0
2585760,1595689195222,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,688,Ladle,570.0,1,570.0
2585760,1595689195222,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,363,Rocking chair,2021.0,1,2021.0
2585760,1595689195222,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,628,Window Scarf,1774.0,1,1774.0
2585760,1595689195222,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,613,Goblet Pleat Drapes,1583.0,1,1583.0
86597893,1595689195269,STR1534,POS135,PRIME,5582740626,CARD,TAKEAWAY,,,,383,Innerspring Mattress,655.0,1,655.0
48378286,1595689195323,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,518,Hourglass,1598.0,2,3196.0
48378286,1595689195323,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,313,Brewster Chair,2195.0,2,4390.0
48378286,1595689195323,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,433,Depression glass,1950.0,1,1950.0
48378286,1595689195323,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,493,Boning knife,513.0,1,513.0
10818593,1595689195470,STR7449,POS351,NONPRIME,9639928743,CASH,TAKEAWAY,,,,433,Depression glass,1950.0,2,3900.0
10818593,1595689195470,STR7449,POS351,NONPRIME,9639928743,CASH,TAKEAWAY,,,,283,Portable Lamps,2236.0,1,2236.0
31109714,1595689195523,STR7449,POS728,PRIME,5301477438,CASH,TAKEAWAY,,,,623,Box Pleat Drapes,1683.0,2,3366.0
31109714,1595689195523,STR7449,POS728,PRIME,5301477438,CASH,TAKEAWAY,,,,663,Corkscrew,983.0,2,1966.0
31109714,1595689195523,STR7449,POS728,PRIME,5301477438,CASH,TAKEAWAY,,,,303,Bench,2251.0,1,2251.0
31109714,1595689195523,STR7449,POS728,PRIME,5301477438,CASH,TAKEAWAY,,,,488,Bread knife,1077.0,1,1077.0
91800749,1595689195624,STR6382,POS851,NONPRIME,8110266676,CARD,TAKEAWAY,,,,353,Recliner,1585.0,1,1585.0
91800749,1595689195624,STR6382,POS851,NONPRIME,8110266676,CARD,TAKEAWAY,,,,458,Wine glass,1644.0,1,1644.0
91800749,1595689195624,STR6382,POS851,NONPRIME,8110266676,CARD,TAKEAWAY,,,,473,Mason jars,1358.0,2,2716.0
91800749,1595689195624,STR6382,POS851,NONPRIME,8110266676,CARD,TAKEAWAY,,,,318,Bofinger chair,1119.0,2,2238.0
12723329,1595689195671,STR1534,POS135,PRIME,5582740626,CARD,TAKEAWAY,,,,518,Hourglass,1598.0,2,3196.0
73752297,1595689195739,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Chennai,Tamil Nadu,,523,Oil-lamp clock,1371.0,2,2742.0
99387652,1595689196288,STR7255,POS738,NONPRIME,8582181693,CASH,TAKEAWAY,,,,538,Grandmother clock,1301.0,1,1301.0
99387652,1595689196288,STR7255,POS738,NONPRIME,8582181693,CASH,TAKEAWAY,,,,468,Lunch box,1467.0,1,1467.0
35841033,1595689196542,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,South Dum Dum,West Bengal,,633,Cafe Curtains,796.0,2,1592.0
35841033,1595689196542,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,South Dum Dum,West Bengal,,613,Goblet Pleat Drapes,1583.0,2,3166.0
35841033,1595689196542,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,South Dum Dum,West Bengal,,253,Bathroom cabinet,1513.0,1,1513.0
35841033,1595689196542,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,South Dum Dum,West Bengal,,513,Flip clock,1259.0,1,1259.0
2464099,1595689196642,STR7449,POS351,NONPRIME,9639928743,CASH,TAKEAWAY,,,,538,Grandmother clock,1301.0,2,2602.0
2464099,1595689196642,STR7449,POS351,NONPRIME,9639928743,CASH,TAKEAWAY,,,,353,Recliner,1585.0,1,1585.0
2464099,1595689196642,STR7449,POS351,NONPRIME,9639928743,CASH,TAKEAWAY,,,,618,Pencil Pleat Drapes,1140.0,1,1140.0
2464099,1595689196642,STR7449,POS351,NONPRIME,9639928743,CASH,TAKEAWAY,,,,613,Goblet Pleat Drapes,1583.0,2,3166.0
29723292,1595689196743,STR1534,POS135,PRIME,5582740626,CARD,TAKEAWAY,,,,693,Mandoline,250.0,1,250.0
29723292,1595689196743,STR1534,POS135,PRIME,5582740626,CARD,TAKEAWAY,,,,533,Rolling ball clock,1651.0,2,3302.0
57597700,1595689196790,STR7262,POS733,PRIME,1518460232,CASH,TAKEAWAY,,,,358,Restraint chair,1943.0,2,3886.0
57597700,1595689196790,STR7262,POS733,PRIME,1518460232,CASH,TAKEAWAY,,,,558,Balloon clock,1633.0,1,1633.0
57597700,1595689196790,STR7262,POS733,PRIME,1518460232,CASH,TAKEAWAY,,,,558,Balloon clock,1633.0,1,1633.0
38017992,1595689197074,STR2952,POS351,NONPRIME,2024774071,CASH,HOME-DELIVERY,Banda,Uttar Pradesh,,653,Browning tray,375.0,2,750.0
38017992,1595689197074,STR2952,POS351,NONPRIME,2024774071,CASH,HOME-DELIVERY,Banda,Uttar Pradesh,,583,Tab Top Curtains,1329.0,2,2658.0
99674911,1595689197174,STR7262,POS576,NONPRIME,2016894106,CARD,TAKEAWAY,,,,343,Massage chair,1354.0,2,2708.0
93149877,1595689197174,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Rishra,West Bengal,,288,Hutch,1812.0,1,1812.0
93149877,1595689197174,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Rishra,West Bengal,,493,Boning knife,513.0,2,1026.0
45413719,1595689197228,STR7255,POS626,PRIME,2602353115,CARD,TAKEAWAY,,,,458,Wine glass,1644.0,2,3288.0
45413719,1595689197228,STR7255,POS626,PRIME,2602353115,CARD,TAKEAWAY,,,,673,Dough scraper,980.0,2,1960.0
45413719,1595689197228,STR7255,POS626,PRIME,2602353115,CARD,TAKEAWAY,,,,538,Grandmother clock,1301.0,1,1301.0
45413719,1595689197228,STR7255,POS626,PRIME,2602353115,CARD,TAKEAWAY,,,,438,Lead glass,2069.0,2,4138.0
50085674,1595689197429,STR8311,POS935,NONPRIME,5196911608,CARD,TAKEAWAY,,,,573,Eyelet Curtains,642.0,2,1284.0
71967585,1595689197476,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,Imphal,Manipur,,423,Quilt,1485.0,2,2970.0
999786,1595689197476,STR2952,POS477,NONPRIME,3425633108,CASH,TAKEAWAY,,,,383,Innerspring Mattress,655.0,2,1310.0
18663495,1595689197591,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,668,Crab cracker,785.0,1,785.0
18663495,1595689197591,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,653,Browning tray,375.0,2,750.0
18663495,1595689197591,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,553,Banjo clock,1651.0,1,1651.0
93085491,1595689197792,STR7262,POS733,PRIME,1518460232,CASH,TAKEAWAY,,,,678,Fillet knife,350.0,1,350.0
47315563,1595689197792,STR7262,POS581,NONPRIME,6218924818,CARD,TAKEAWAY,,,,383,Innerspring Mattress,655.0,1,655.0
47315563,1595689197792,STR7262,POS581,NONPRIME,6218924818,CARD,TAKEAWAY,,,,293,Bar stool,1148.0,1,1148.0
47315563,1595689197792,STR7262,POS581,NONPRIME,6218924818,CARD,TAKEAWAY,,,,258,Closet,1687.0,1,1687.0
47315563,1595689197792,STR7262,POS581,NONPRIME,6218924818,CARD,TAKEAWAY,,,,378,Air Bed,2263.0,1,2263.0
22253898,1595689197892,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,658,Chinois,567.0,2,1134.0
22253898,1595689197892,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,383,Innerspring Mattress,655.0,1,655.0
42384054,1595689197992,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,Champdani,West Bengal,,523,Oil-lamp clock,1371.0,2,2742.0
21196657,1595689198293,STR2952,POS663,NONPRIME,7928716562,CASH,HOME-DELIVERY,Chapra,Bihar,,653,Browning tray,375.0,1,375.0
16998437,1595689198293,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,408,Confidante,1242.0,1,1242.0
16998437,1595689198293,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,648,Bottle opener,321.0,2,642.0
16998437,1595689198293,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,258,Closet,1687.0,1,1687.0
22555743,1595689198394,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,Tambaram,Tamil Nadu,,513,Flip clock,1259.0,1,1259.0
30165942,1595689198695,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Bokaro Steel City,Jharkhand,,473,Mason jars,1358.0,1,1358.0
30165942,1595689198695,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Bokaro Steel City,Jharkhand,,558,Balloon clock,1633.0,1,1633.0
30165942,1595689198695,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Bokaro Steel City,Jharkhand,,693,Mandoline,250.0,1,250.0
36125254,1595689198748,STR7262,POS664,NONPRIME,2954913332,CARD,HOME-DELIVERY,Katihar,Bihar,,358,Restraint chair,1943.0,2,3886.0
36125254,1595689198748,STR7262,POS664,NONPRIME,2954913332,CARD,HOME-DELIVERY,Katihar,Bihar,,413,Slipcover,1896.0,2,3792.0
36125254,1595689198748,STR7262,POS664,NONPRIME,2954913332,CARD,HOME-DELIVERY,Katihar,Bihar,,388,Memory Foam,1884.0,1,1884.0
63418791,1595689199196,STR8311,POS377,NONPRIME,8670468851,CASH,TAKEAWAY,,,,438,Lead glass,2069.0,1,2069.0
63418791,1595689199196,STR8311,POS377,NONPRIME,8670468851,CASH,TAKEAWAY,,,,483,Teacups and saucers,1781.0,2,3562.0
33558772,1595689199196,STR1534,POS944,NONPRIME,2968880358,CASH,HOME-DELIVERY,Murwara,Madhya Pradesh,,673,Dough scraper,980.0,1,980.0
33558772,1595689199196,STR1534,POS944,NONPRIME,2968880358,CASH,HOME-DELIVERY,Murwara,Madhya Pradesh,,368,Stool,888.0,2,1776.0
56824221,1595689199297,STR8311,POS377,NONPRIME,8670468851,CASH,TAKEAWAY,,,,253,Bathroom cabinet,1513.0,1,1513.0
56824221,1595689199297,STR8311,POS377,NONPRIME,8670468851,CASH,TAKEAWAY,,,,433,Depression glass,1950.0,1,1950.0
56824221,1595689199297,STR8311,POS377,NONPRIME,8670468851,CASH,TAKEAWAY,,,,573,Eyelet Curtains,642.0,1,642.0
78638461,1595689199350,STR1534,POS135,PRIME,5582740626,CARD,TAKEAWAY,,,,633,Cafe Curtains,796.0,1,796.0
78638461,1595689199350,STR1534,POS135,PRIME,5582740626,CARD,TAKEAWAY,,,,458,Wine glass,1644.0,2,3288.0
78638461,1595689199350,STR1534,POS135,PRIME,5582740626,CARD,TAKEAWAY,,,,293,Bar stool,1148.0,2,2296.0
78638461,1595689199350,STR1534,POS135,PRIME,5582740626,CARD,TAKEAWAY,,,,498,Carving knifes,1424.0,2,2848.0
82379930,1595689199450,STR2952,POS471,NONPRIME,9741556539,CASH,TAKEAWAY,,,,388,Memory Foam,1884.0,2,3768.0
23150239,1595689199497,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Kanpur Cantonment,Uttar Pradesh,,543,Lighthouse clock,636.0,2,1272.0
23150239,1595689199497,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Kanpur Cantonment,Uttar Pradesh,,368,Stool,888.0,2,1776.0
23150239,1595689199497,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Kanpur Cantonment,Uttar Pradesh,,678,Fillet knife,350.0,2,700.0
28952483,1595689199598,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Alandur,Tamil Nadu,,533,Rolling ball clock,1651.0,2,3302.0
28952483,1595689199598,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Alandur,Tamil Nadu,,538,Grandmother clock,1301.0,2,2602.0
28952483,1595689199598,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Alandur,Tamil Nadu,,488,Bread knife,1077.0,1,1077.0
7931766,1595689199752,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Chapra,Bihar,,428,Cocktail glass,1422.0,2,2844.0
7931766,1595689199752,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Chapra,Bihar,,548,Cartel clock,1500.0,1,1500.0
7931766,1595689199752,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Chapra,Bihar,,418,Wing chair,1431.0,2,2862.0
80348806,1595689199798,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Ingraj Bazar,West Bengal,,518,Hourglass,1598.0,2,3196.0
80348806,1595689199798,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Ingraj Bazar,West Bengal,,463,Cookie jars,793.0,1,793.0
22575359,1595689199852,STR6382,POS661,PRIME,7115250228,CASH,TAKEAWAY,,,,513,Flip clock,1259.0,1,1259.0
68113164,1595689199899,STR1534,POS934,PRIME,5525406429,CASH,TAKEAWAY,,,,363,Rocking chair,2021.0,2,4042.0
6874779,1595689199952,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Sitapur,Uttar Pradesh,,243,Folding table,738.0,1,738.0
6874779,1595689199952,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Sitapur,Uttar Pradesh,,693,Mandoline,250.0,2,500.0
97453282,1595689200053,STR1534,POS944,NONPRIME,2968880358,CASH,HOME-DELIVERY,Pali,Rajasthan,,373,Latex Mattress,1313.0,2,2626.0
36919240,1595689200099,STR6382,POS145,PRIME,6733153948,CARD,HOME-DELIVERY,Karnal,Haryana,,633,Cafe Curtains,796.0,2,1592.0
36919240,1595689200099,STR6382,POS145,PRIME,6733153948,CARD,HOME-DELIVERY,Karnal,Haryana,,493,Boning knife,513.0,1,513.0
4025813,1595689200200,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Ganganagar,Rajasthan,,518,Hourglass,1598.0,1,1598.0
4025813,1595689200200,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Ganganagar,Rajasthan,,408,Confidante,1242.0,2,2484.0
4025813,1595689200200,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Ganganagar,Rajasthan,,363,Rocking chair,2021.0,1,2021.0
67996215,1595689200253,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,613,Goblet Pleat Drapes,1583.0,1,1583.0
67996215,1595689200253,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,428,Cocktail glass,1422.0,2,2844.0
67996215,1595689200253,STR7255,POS115,PRIME,1682244797,CASH,HOME-DELIVERY,Guna,Madhya Pradesh,,608,Pleated Drapes,1684.0,2,3368.0
38807011,1595689200300,STR7449,POS423,PRIME,7691699125,CASH,HOME-DELIVERY,Ramagundam,Andhra Pradesh,,698,Meat grinder,1250.0,1,1250.0
55143328,1595689200300,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,233,Coffee table,1055.0,2,2110.0
55143328,1595689200300,STR2952,POS152,PRIME,3027514652,CASH,TAKEAWAY,,,,323,Chiavari chair,653.0,1,653.0
7731616,1595689200454,STR6382,POS851,NONPRIME,8110266676,CARD,TAKEAWAY,,,,378,Air Bed,2263.0,1,2263.0
7731616,1595689200454,STR6382,POS851,NONPRIME,8110266676,CARD,TAKEAWAY,,,,423,Quilt,1485.0,2,2970.0
98831451,1595689200501,STR1534,POS944,NONPRIME,2968880358,CASH,HOME-DELIVERY,Tambaram,Tamil Nadu,,478,Teapot,885.0,1,885.0
35956672,1595689200601,STR8311,POS224,NONPRIME,2989852024,CASH,TAKEAWAY,,,,553,Banjo clock,1651.0,1,1651.0
13576322,1595689200802,STR8311,POS728,PRIME,8490473378,CASH,HOME-DELIVERY,Varanasi,Uttar Pradesh,,343,Massage chair,1354.0,1,1354.0
13576322,1595689200802,STR8311,POS728,PRIME,8490473378,CASH,HOME-DELIVERY,Varanasi,Uttar Pradesh,,313,Brewster Chair,2195.0,2,4390.0
13576322,1595689200802,STR8311,POS728,PRIME,8490473378,CASH,HOME-DELIVERY,Varanasi,Uttar Pradesh,,428,Cocktail glass,1422.0,2,2844.0
